title,description,poster_url
Space Sheriff Shaider: THE NEXT GENERATION,"Shu Karasuma/Shaider is given a mission to save a certain scientist's kidnapped daughter but the biggest question is: can he get along with his partner, Tamy who is not happy about his womanizing ways?",https://image.tmdb.org/t/p/w500/CogN6MMS0GXIMkHim7T2axELZw.jpg
Action Figures 2,Nitro Circus founder and 17-time X Games medalist Travis Pastrana leaves nothing on the table for this sequel and pushes boundaries even further for this action-packed film. The cast are real-life action figures and have all contributed to filming and editing their sections of the film.,https://image.tmdb.org/t/p/w500/3ZWCJ83CJEl0jLldWEQDONCGdia.jpg
The Trees of the East,"A hustler in East Atlanta is rumored to have buried something in the woods before his murder. The streets are on a treasure hunt to recover the lost stash. Meanwhile, a group of assassins wreak havoc on the city.",https://image.tmdb.org/t/p/w500/rfjm2vgUMqjFVcyIaDxHLFRVSGM.jpg
Bungo Stray Dogs the Movie: BEAST,"Set in an alternative world of Bungo Stray Dogs, this ""what-if"" story imagines if Atsushi Nakajima was in the Port Mafia and Ryūnosuke Akutagawa was in the Armed Detective Agency, instead of vice-versa. The story follows Ryūnosuke Akutagawa, who vows revenge on a man dressed in black in order to rescue his sister. However, as he is about to starve to death, a man from the Armed Detective Agency appears.",https://image.tmdb.org/t/p/w500/fyWsNdKNcermjFvH8MOK7U4jUSU.jpg
Gray Wall Gear,"The stage of this work is Saitama, a suburb of Tokyo in the early Heisei period. Immediately after the bubble burst gangster countermeasures law, there were gangsters who defended the last territory and young people who freely controlled the city. The youth conflict escalated day by day and became a force that surpassed the yakuza, and the runaways were sent to juvenile prisons one after another, where exclusive rules awaited.",https://image.tmdb.org/t/p/w500/2LTNAfTrEXZl5Qa80aM3xgsfTWj.jpg
NJPW Dominion 6.9 in Osaka-jo Hall,"Dominion 6.9 in Osaka-jo Hall was a professional wrestling event promoted by New Japan Pro-Wrestling (NJPW). The event is scheduled to take place on June 9, 2018 at the Osaka-jō Hall, in Osaka. It is the tenth event under the Dominion name and the fourth in a row to take place at the Osaka-jō Hall.  El Desperado & Yoshinobu Kanemaru (c) Vs. Roppongi 3K.  Juice Robinson & David Finlay Vs. Jay White & Yoshi-Hashi.  Tomohiro Ishii & Toru Yano Vs. Minoru Suzuki & Zack Sabre Jr.  Hirooki Goto (c) Vs. Michael Elgin Vs. Taichi﻿.  Evil & Sanada (c) Vs. The Young Bucks.  Hiroshi Tanahashi, Jushin Thunder Liger, & Rey Mysterio Vs. Cody, Hangman Page, & Marty Scurll.  Will Ospreay (c) Vs. Hiromu Takahashi.  Tetsuya Naito (c) Vs. Chris Jericho  Kazuchika Okada (c) Vs. Kenny Omega.",https://image.tmdb.org/t/p/w500/kR1ALLJC7SlSlnxXCVOz7zbAzxf.jpg
UFC Hits: Volume 1,"UFC Hits: Volume 1 highlights many of the Ultimate Fighting Championships greatest and most notorious fights from the UFC's early days. See where it all began with clips of the best fights featuring original MMA stars, some who are now in the UFC Hall of Fame, like Don Frye and Randy Couture, Royce Gracie and Kimo, John Hess and Andy Anderson, Tito Ortiz and Guy Mesger. This highlight reel has enough knockouts and submissions to keep any MMA fan entertained.",https://image.tmdb.org/t/p/w500/boSaxDkySbHz56oeYXHIBeoPKZ5.jpg
Revue Starlight ―The LIVE Seiran― BLUE GLITTER,"Revue Starlight ―The LIVE Seiran― BLUE GLITTER is a spin-off of Revue Starlight ―The LIVE― #2 Transition and features the students and staff of Seiran General Art Institute, which aims to win the national high school drama championship overall.  Koharu Yanagi, head of the drama major in the stage department, is impatient because the performance has not been decided.  The impatience spreads to deputy chiefs Ryo Minamifu and Hyonami Honami, and the gears of the three people slowly start to go haywire.",https://image.tmdb.org/t/p/w500/246T0qP6HTpvfMA2sqDdVzzUNgT.jpg
Sailor Moon the Movie,"Bunny T., an ordinary girl, is chosen to become a superhero named Sailor Moon. She is tasked with saving the world from the evil Queen Beryl of the Dark Kingdom, who is plotting to destroy the planet Earth. The story is based on a Japanese anime and manga Sailor Moon.",https://image.tmdb.org/t/p/w500/8HLrjXHz5LhmIMiahoC3S55bSim.jpg
El de la Camisa Negra,"Years after the murder of their parents, three brothers return to their hometown seeking revenge. They plan to kill, one by one, the sheriff and the conspirators responsible for their parents' deaths. But what the brothers don't know is that they'll have to confront the town's new sheriff first. Leonardo García Vale, Claudia Vega and Rodolfo de Anda Jr. star in this action adventure directed by Arturo Martinez.",https://image.tmdb.org/t/p/w500/6n7cA1braWdZeZ9qTZf3Xis5FxO.jpg
IMMORTAL HEART,"Smith Hertz, a seemingly ordinary man is hunted down by a group of Mercenaries, and their mysterious leader Thanatos, who may have a connection to his haunted past, and the strange curse that inhabits both of them.",https://image.tmdb.org/t/p/w500/lZrlt0K7SJ2TsCRDRsenrdBsfET.jpg
Sharp Instinct,"There’s a murderer on the loose, and there’s not much time left to stop him. DI Patrick Knightley (Paul Burke) and DS Iain  Wainwright (Mark Stinson) along with PC Terry Gallagher (Chris Reynolds), PC Jon Banes (Billy Burke) and The Chief Inspector (John Seggie) have to catch the killer. Will they catch him, or will he escape for good?",https://image.tmdb.org/t/p/w500/hYmPubBSlIaI2q30UK45mgEja5O.jpg
WWE Hall of Fame 2023,"The 2023 WWE Hall of Fame is scheduled to be held on March 31, 2023, at the Crypto.com Arena in Los Angeles, California, the night before WrestleMania 39. It will air live at 10 pm Eastern Time on Peacock in the United States and on the WWE Network internationally, immediately after the airing of WWE's regular Friday night program, SmackDown. On March 10, 2023, Rey Mysterio was announced as the first individual inductee for the WWE Hall of Fame Class of 2023.",https://image.tmdb.org/t/p/w500/2YwWuI4Yway1EZhGjxR6uBx2uA5.jpg
Deontay Wilder vs. Tyson Fury,"The big, the bad and the undefeated collide when America’s heavyweight champion Deontay Wilder puts his WBC title on the line against lineal champ “Gypsy King” Tyson Fury. Brought to you LIVE in movie theatres by Fathom Events and Showtime PPV.  Wilder vs Fury tests the raw power of Wilder against the unmatched size and mobility of Fury. America’s only heavyweight champion since 2007, former Olympian Wilder has won by knockout in all seven of his WBC title defenses. Fury, the “Gypsy King,” is a former IBF, WBA and WBO heavyweight world champion who currently holds boxing’s coveted lineal heavyweight title.",https://image.tmdb.org/t/p/w500/lU3uQ0rwGooJ1pRyBiwVbHLNvTU.jpg
Privacy Breach,"After witnessing the violent arrest of Ted Carter (Ethan N), Kit Porter (Henri L), a tech savvy baseball fan, uncovers a secret government conspiracy to watch over every citizen. After teaming up with Max Stone (Josh M) and Doug Reese (Charlie R), the crew try to take down the surveillance systems and restore privacy to the world. Nominated for multiple yo mama awards.  Privacy Breach stands as a potent warning against surveillance, and begs an important question. How far will we go for law and order? After an emotional clip from the film went viral in 2020, directors everywhere looked towards this film for inspiration. Cited as ""Your favourite film-makers favourite film"", Privacy Breach tries, and succeeds, to tell a unique story that will remain unrivaled in the coming decades. 2020 is the new 1984.  Privacy Breach. This aint yo daddys dystopian horror",https://image.tmdb.org/t/p/w500/s6RuQ1vfxcy6tq17spBhLGa94QV.jpg
"Good Morning, Sleeping Lion 2","In this sequel, Kazuma Kujo (played by Seiji Takaiwa) returns as he transitions from entertainment manager to an ""apprentice chef"", who now works in a food truck! He helps a girl named Akane Yuzuki (played by AKB48's Yui Oguri) achieves her dream to become a first class chef, thus forming this new comical, but fiery duo!",https://image.tmdb.org/t/p/w500/go1qI6DO0JAFeTzEYotBDivHnEf.jpg
Sankarankovil,"A stranger Kathir lands up at Sankaran Kovil, a serene southern village. Kathir searches for a job at this unpromising place, and finds one as a helper in Killi Pillai's dairy farm. Kathir is a merry young man but gets flashes of his sad and oppressed childhood, which has its roots in Sankaran Kovil. Kathir isn't a complete stranger to the village nor has he come here looking for a living; he has an ulterior motive which involves the whole village.",https://image.tmdb.org/t/p/w500/6HRAdsGPREFPTvWRJCEREFtlBdy.jpg
Grave Digger,"At the wedding of a tycoon in Shanghai, the bride is kidnapped. Inspector Zhong Lang discovered that the kidnappers were the notorious ""gravediggers"". Gravediggers routinely lock their victims in an enclosed space with enough oxygen to breathe for 24 hours.",https://via.placeholder.com/300x450.png?text=No+Image
SSSS.Dynazenon Movie,"One day after school, first-year high school student Yomogi Asanaka comes across a starving man under a bridge. Introducing himself as Gauma, the strange drifter informs Yomogi that he is a ""kaiju user,"" a person who deals with the ""kaiju""—monsters who bring harm to the city and its citizens.  The following evening, Yomogi runs into Gauma and his classmate Yume Minami. Simultaneously, a kaiju appears in a populated area of the city. Due to Gauma's lack of experience controlling the kaiju, he brings out a mysterious object from a glowing pouch, summoning a giant robot known as Dynazenon. Requiring the cooperation of four people, the mecha drags Gauma, Yomogi, Minami, and Koyomi Yamanaka—an unemployed man who was wandering on the street—into its cockpit.  Their encounter with the kaiju marks the beginning of their entanglement with kaiju eugenicists—kaiju users who manipulate kaiju with ill intent—and their efforts toward bringing out the full potential of Dynazenon.",https://via.placeholder.com/300x450.png?text=No+Image
Bloodbath at Pinky High Part 2,"HijiriJunon'na school, there is a woman that school delinquents proud of the national minimum deviation gather. for school management had led a powerful pipe and underworld, police do not move me at all to any disaster in the school. Moreover, the Gyujiri the school in the name of the student council, and waged torture, gang rape, prostitution, a Seizetsu Lynch, poor group of bills with calling himself ""Oniyakko-kai"" is, can be a risk factor for on-campus I was raised to one and all the victimization Sukeban us.",https://image.tmdb.org/t/p/w500/h7FOtUSzWc3ubq9u4yXHJ9X18Vj.jpg
Mexican American,"A washed-up Mexican-American prize fighter is just starting to get back on his feet when his daughter is kidnapped while investigating a political splinter group in Mexico. The police and the State Department are little help, so he must take justice into his own hands and rescue her from the clutches of a bizarre racist cult.",https://image.tmdb.org/t/p/w500/4arCWzTXu3htH0BB6sUeQYoDUmM.jpg
Brandon Semenuk's Rad Company,"Brandon Semenuk's Rad Company pushes the limits of free-ride mountain biking and showcases the skills and passion that make him one of the most versatile and explosive riders on the planet. Brandon handpicked the crew of riders for this film who drive and inspire him in each discipline, ultimately creating some of the highest level of riding ever caught on camera. The film features an eclectic soundtrack that flows like your favorite mix tape, while seamlessly meshing all disciplines of mountain biking. NWD Films and Red Bull Media House have teamed up with some of the top cinematographers and digital effects artists to create an innovative style, while keeping true to the “all killer no filler” style of the New World Disorder.",https://image.tmdb.org/t/p/w500/v60nN6Zl1Qm97SUzMwJ7GnMxCEv.jpg
TNA Final Resolution 2009,"Total Nonstop Action Wrestling brings you eight pulse-pounding matches from the December 2009 Final Resolution event held in Orlando, Fla. In the dramatic Feast or Fired bout, 12 competitors battle to see who gets bounced to the unemployment line. Kurt Angle clashes with Desmond Wolfe in the Three Degrees of Pain contest, while Tara goes up against ODB in the Women's Knockout Championship. A. J. Styles engages in a grudge match with Daniels.",https://image.tmdb.org/t/p/w500/87eYYvUO0TpGtboC3jIkuQSQF5g.jpg
NJPW Strong Style Evolved UK - Night 2,"At Dominion 6.9 in Osaka-jo Hall, Tomohiro Ishii lost a tag team match to Minoru Suzuki. After the match Suzuki and Ishii brawled because of this not only was a tag team title match was made but another match where Ishii will defend the RPW British Heavyweight Championship against Suzuki.  At Sakura Genesis, Kazuchika Okada defeated Zack Sabre Jr. to retain the IWGP Heavyweight Championship. At Dominion 6.9 in Osaka-jo Hall Sabre Jr. defeated the Chaos team of Ishii and Yano in a tag match. Because of this victory a Sakura Genesis rematch was made for the show between Okada and Sabre Jr.  Jay White was originally announced as going up against Chris Brookes, but as Brookes fell ill, he was replaced with Kyle Fletcher.",https://image.tmdb.org/t/p/w500/7hgq0trpwUotSXbqUj8IH1oIbDk.jpg
Panic,"No one knows who invented Panic or when it first began. But in the forgotten rural town of Carp, Texas, the game is the only way out. Every summer the graduating seniors risk their lives competing in a series of challenges that force them to confront their deepest fears for the chance to win life-changing money. Anyone can play. Only one will win. Let the games begin.",https://image.tmdb.org/t/p/w500/4yEfi6Jtx15Nn7IROS6ZhIF5OPJ.jpg
GWF Women's Wrestling Revolution 9: Let The Hunt Begin,At GWF Revolution 9: Let The Hunt Begin we will start the search for a new challenger to the GWF Women's Title. Three first round matches. One triple threat in the finals just as we did two years ago when we had the first Revolution show.,https://image.tmdb.org/t/p/w500/aQ6NK3nzJj6Wxo4aXSE3BTZ1vi6.jpg
GWF. Women Wrestling Revolution 10,"Women's Wrestling Revolution 10. A new title holder, a new challenger and many debuts. 19:00: The action-packed finale and the great clash between the GWF World Champion and the winner of the Battlefield Match. A unique opportunity and a difficult challenge. The ultimate showdown between the biggest stars of the German Wrestling Federation.",https://image.tmdb.org/t/p/w500/ROFPArNDW3KEqdDRXmxbQDg8Bp.jpg
Women Of Warriors IV,"In advance of the January 18, 2019 premiere of WOW - Women of Wrestling on AXS TV, some wrestlers from WOW will be participating in a panel and matches as part of this weekend's Los Angeles Comic Con. Wrestlers scheduled to appear at the Los Angeles Comic Con include Lana Star, Keta Rush, Princess Aussie (Simone Sherie), Razor (Sarah Wolfe), and Jessicka Havok. This will be the first time the Los Angeles Comic Con has presented live pro-wrestling at the event.",https://image.tmdb.org/t/p/w500/nXme6BPrKqJAiSKLYerapsN0yBU.jpg
WWR Tournament For Tomorrow 2018,"Again, women are making a revolution - this is not a great show that has gathered not so many people who have spent no more than two hours in matches. All tickets for the sale of the tournament took place in the evening about eight hours.",https://image.tmdb.org/t/p/w500/ppRp85Wl0NLMKYYbwv4rQ9xXQQ0.jpg
GWF Women's Wrestling Revolution 4,"The Women's Wrestling Revolution Tournament starts this Saturday. After the announcement a few weeks ago the promotion has given further information about it. The tournament will be held over three of our Women's Wrestling Revolution events. It will start this Saturday with three qualifying matches. There will be five more qualifying matches at Women's Wrestling Revolution 4 on Saturday, June 3rd right before GWF Mystery Mayhem 2017. The eight winners of these qualifiers will compete on Saturday, September 2nd before GWF Battlefield 2017. At Women's Wrestling Revolution 5 the audience will witness the quarter finals, semi finals and the grand final all in the afternoon.",https://image.tmdb.org/t/p/w500/1q8MErG1ScZLWiI5gYPA1s7aEEq.jpg
Bar Wrestling 28: The Best City I've Ever Been To,"Los Angeles based All Ages Professional Wresting Show with a Full Bar (valid ID required to be served at the bar) and a Standing Room Only Concert Type Atmosphere featuring Scorpio Sky, Christopher Daniels, Frankie Kazarian and More. Presale tickets purchased here are $25 and include first entry into the building. Walk-up tickets purchased at the door will be $40 and standby entry. Doors are at 8pm and the show begins at 9pm.",https://image.tmdb.org/t/p/w500/mxVJfNiS9FUufVacgDbdZUWOWZZ.jpg
Stardom New Years Stars  Tag 2,"Six Woman Tag Team match - Mary Apache, Natsumi and Sadie Gibbs Hanan, Hina and Rina Queen's Quest (Bea Priestley and SWA Undisputed World Women's Champion, Viper) Bobbi Tyler and Hana Kimura Six Woman Tag Team match - Alex Gracia, Saki Kashima and Tam Nakano Queen's Quest (AZM, Konami and Wonder Of Stardom and Goddesses Of Stardom Champion Momo Watanabe) Eight Woan Tag Team match - Oedo Tai (Hazuki, Jamie Hayter, World Of Stardom Champion, Kagetsu and Natsu Sumire) (w/ Nao Yamaguchi) JAN (Jungle Kyona, Kaori Yoneyama, Natsuko Tora and Ruaka) Future Of Stardom Championship match - Utami Hayashishita def. Champion, Starlight Kid *Title Change",https://image.tmdb.org/t/p/w500/ofVMjFauhb2Y2vuuuLdGGkXOTkc.jpg
Bar Wrestling 20: Ain't My First Rodeo Drive!,"There are always companies that get attention for one thing or another. Bar Wrestling is the new company of Joey Ryan, founded last year and has so far 20 events under his belt. It stands out for being simply wrestling, in fact they still do not have titles, and as its name says, it is usually done in a bar (this is done in a theater). The fans are on the edge of the ring in a way very similar to how is Beyond Wrestling or the Irish OTT Wrestling.",https://image.tmdb.org/t/p/w500/syWSSscxX429CLc54c40ygUTtRa.jpg
Women Of Warriors III,"hare Warriors of Wrestling began announcing matches for her show Women of Warriors III in October. Among them is WOW Women title defense, since Nikki Addams will be on the line against Jordin Grace. Addams will also defend the belt against Madison Rain on August 12 after a recent meeting with Hellen Vale back on July 8. Aja Perera and Taeler Hendrix will debut in the promotion in New York, while various matches were announced like Perera against Vanity, Nyla Rose against Holidead and Davienne against Skylar. Willow Nightingale will team up with C-Bunny to fight Aria Cadenza and Terra Calaway. Allie Recks has also been announced; she is likely to fight with Hendrix, who does not yet have an opponent. Warriors of Wrestling presents Women of Warriors III On October 7th, Staten Island, New York Davienn vs. Skylar Tayler Hendricks vs. Allie Rex Aya Perera vs. Vanity Terra Calaway and Ariya Cadenza vs. C-Bunny and Willow Nightingale Neil Rosa vs. Holidead WOW Women's Championship: Nika",https://image.tmdb.org/t/p/w500/jWxOiWatsS0Go26l77hdi6bZzYk.jpg
Girl Fight Wrestling 14,WWW and Girl Fight hold a show that has already held events in the past in this race on the ring many in-depth wrestlers who will fight for the championship this campaign is not so many years and she has already collaborated with many companies that are not very well known.,https://image.tmdb.org/t/p/w500/epeCFctRXn5bejUHH3OkJSJeWPH.jpg
WOW Women Of Warriors II,"The women of WOW are some of the strongest people I've ever met in my life, and you can feel that strength as you watch them do things ordinary human beings cannot do. They're incredibly extraordinary. They are Superheroes.",https://image.tmdb.org/t/p/w500/1H6nFeDUxhjEMRJqneQRJK5EDoc.jpg
Triple Cross,"Three strangers, A Hitman - Haider Pasha, A Gangster - Amjad Daniyal and a Sidekick - Abeer Gul gets trapped in a Carnivorous environment. Things are not what they seems. Outcast, Betrayed, all three suspecting each other are fighting for their life.",https://image.tmdb.org/t/p/w500/AoGvqzc66h533Ncxjx3pSjy7Xmf.jpg
Engine Sentai Go-Onger: Bom Bom! Bom Bom! Net de Bong!!,"The Gaiark Pollution Ministers begin setting up their plan break the dimensional barriers that separate the Braneworlds in order to create their Gaiark haven, setting up the opening sequences for the actual movie. However, while the Go-ongers are trapped in Samurai World, the Ministers attempt to take advantage of the event by subduing Bomper, who battles them personally when they attempt to set a trap for the Go-ongers as they return to their dimension.",https://image.tmdb.org/t/p/w500/6WV2Y8pn8IZeFMwk2wjNqi0XVcC.jpg
Fire and Water,"For centuries firefighters have acted as societies heroes. For one New York firefighter, Don Eichin, water has not only acted as his weapon of safety, but also a source of recreation. In New York, a strong community of surfers dwell underneath the ashes and uniforms. These warriors have risen about sea-level to conquer fire, as well as submerge themselves to dominate water. The only element stronger than their honor and skill is the bond of their brotherhood.",https://image.tmdb.org/t/p/w500/7Q91NanJYGIUljUM7STDLECllyq.jpg
Girl Fight Wrestling 11,Savannah Evans vs. Hayley Shadows  Mickie Knuckles vs. Slady Wilson  Street Fight: Amazing Maria vs. Dementia D' Rose  Taeler Hendrix vs. Dominique Fabiano  Su Yung vs. Samantha Heights  Thunder Rosa w/ El Magnifico vs. Melanie Cruise,https://via.placeholder.com/300x450.png?text=No+Image
Satria Heroes: Revenge of Darkness,"One year has passed since Satria Garuda Bima-X defeated VUDO and the earth is in peace again. Ray and Rena are rebuilding the Parallel World again. However, new evil forces attack and old enemies rise again to devastate the earth.",https://image.tmdb.org/t/p/w500/xIY1XP7OhS9CRVnBOpRl28TAZ42.jpg
Thomas And Friends 1945,"Join Thomas, Allen, And Amber In An All-New Movie Adventure For The Whole Family! When Allen From America Comes To Sodor, He Soon Finds Out That The Island Is Under Attack! Now, Him, Thomas, And Their New Friend Amber Must Save The Island From The Nazi's Dreaded Bombs. So Join The Fun In This Heart-Pounding, Action-Adventure Movie, Thomas & Friends: 1945.",https://image.tmdb.org/t/p/w500/tinAyqve27LJpS7bUPCMziPHYps.jpg
Soil & Fire,"In 1916, Colonel Kit comes to Balochestan with excuse of creating telegraph lines. Eydokhan, unaware of his plans, welcomes him, but G. Ant and Molla Ali who are aware of his deception began to fight him.",https://image.tmdb.org/t/p/w500/96Hfc99Oi0wPV2DnIbNyXi1MexG.jpg
Evil Cult,"Tough-as-nails adventurer, Neil Stryker, faces immeasurable odds when he comes face to face with a bizarre EVIL CULT preparing for the apocalypse! Armageddon comes, all right, but not in the form that they expected. Their book of prophecy did not anticipate the arrival of Stryker.",https://image.tmdb.org/t/p/w500/wP8gENNsWDZKygeT24Z0RGdplRU.jpg
The Mysterious Disappearance of Awesome Jackson,"When AWESOME JACKSON comes home from a trip overseas, he's quickly involved in an explosive accident. But is Jackson really dead? His husband, GAY BORAT, is determined to find out.  First wide-spread release from DDAM films.",https://image.tmdb.org/t/p/w500/6YQWCJrUwqmytH3nEAoQP17I5To.jpg
The Order,"A covert group of vigilantes known as The Order dedicate their lives to eliminating violent threats and imminent disasters, but discover that one threat they face, is being lead by some of their very own.",https://image.tmdb.org/t/p/w500/1bJ2652AUnuK1WhlR0GLbJKVqMF.jpg
The Lion Men: Ultimate Showdown,"Lion Men 2 picks up after Mikey’s superb performance. Shi Shen becomes jealous of Mikey, especially after he discovers Mikey’s feelings for Xiao Yu. Determined to succeed, Shi Shen spends more time training, neglecting Xiao Yu. Situation worsens when Xiao Yu is kidnapped, forcing Shi Shen and Mikey to choose between the competition and their love for Xiao Yu. Who will step up to save her?",https://image.tmdb.org/t/p/w500/8XOLcx0g65K2sUAACKUWR0en3KM.jpg
Snipers Shot,"The villagers in a small mountain village during the Anti-Japanese War were exposed to the burning, killing and looting of the Japanese invaders. Anti-Japanese War with the Japanese in the end the story. Yang Jun feather starring Geshan, is a grass-roots hero from a small village. This movie strongly appeals to me is to pay attention to authenticity, but also this character is very cute.",https://image.tmdb.org/t/p/w500/nExOddPEdYyUauFc8FLFaDoy6DX.jpg
God of War,"Many years after defeating the Olympian gods, Kratos lives with his son Atreus in Midgard and is often abrasive towards him. After cremating the body of Faye, Kratos and Atreus begin their journey to honor Faye's last wish to scatter her ashes at the highest peak in the nine realms.",https://image.tmdb.org/t/p/w500/84dJLXNpa5tAnAb6HhuDLa9NcjK.jpg
Fall Guy: The John Stewart Story,"The true to life story of one of Hollywood's top stuntmen, as well as some of the most spectacular stunts ever filmed. ""Fall Guy"" follows the life and times of legendary stunt man and director, John Stewart.",https://via.placeholder.com/300x450.png?text=No+Image
Out for Delivery,A delivery man working at a pizza place moonlighting as a savior service for sex workers in danger and distress begins to question the work he does and who he does it for after rescuing a young girl that reminds him of his old self.,https://image.tmdb.org/t/p/w500/9sSajcwvbfc1HohPw2ecuz53AAW.jpg
Pillow Talk,"While lying in bed, a mysterious couple confronts their undeniable emotional and physical connection, but when their violent past collides with their peaceful present they come face to face with a dangerous future.",https://image.tmdb.org/t/p/w500/huHdPOw9AqqxSM6OwObwWB2zVvz.jpg
God of War Ragnarok,"Kratos, and his now teenage son, Atreus, are facing the conflict of the upcoming Ragnarök, due to the result of Kratos killing the Norse God, Baldur, while setting on their to end the tyrannical reign of Odin, King of Asgard, and while Atreus tries to uncover his origins.",https://via.placeholder.com/300x450.png?text=No+Image
WWE Divas: Viva Las Divas,"The WWE Divas once again grace the sizzling beaches and exotic locales of Mexico for the hottest photo shoots this side of the Equator. Whether in the ring or in the sun, see how much talent and beauty of these lovely ladies is much more than skin deep.",https://image.tmdb.org/t/p/w500/ssaBJewMSEnjFBy2t4dY6k7TSoo.jpg
Warrior Kings,"The story of a rescue team led by Fan Ye and Zhang Ming, braving the rain of alien creatures, constantly overcoming difficult problems, going through hardships, and finally successfully rescued the ""Ark Project"" alien weapon research scientist Dr. Xia.",https://image.tmdb.org/t/p/w500/6zBjtc5fMSXIUJIy90meaHs8qf9.jpg
La Fortuna de Hank,"An evil Commodore wishes to destroy the ways of the samurai in C. 1100 Japan. When two samurai meet up after many years of being split by the Commodore, a big Japanese mafia lord, El Jefe, has forced one of the brothers to obtain an ancient samurai treasure in only two weeks. If the brothers don't find it by then, it will be the end of them forever...",https://via.placeholder.com/300x450.png?text=No+Image
Chinna Dada,"Chinna Dada is a Malayalam movie. The movie is directed by Raju Champakara and featured Riyaz Khan, Jayan Cherthala and Ganga T. Krishnan as lead characters. Other popular actors who were roped in for Chinna Dada are Kalabhavan Shajon, Jinu Aanikkad, N. Gopalakrishnan and Nazeer Samkranthi.",https://image.tmdb.org/t/p/w500/xGkpMkXh2SSdS97LhwbJhXuGMIx.jpg
WWE: The Best of Saturday Night's Main Event,"The phrase Saturday Night s Main Event means the biggest WWE Superstars of the 80s and 90s fighting memorable battles along with humorous and unique vignettes. For the first time ever, the greatest matches in the 18-year history of the event come to DVD with The Best of Saturday Night s Main Event. This 3-disc set includes more than 30 matches, as well as humorous vignettes, interviews, and Superstar recollections of what Saturday Night s Main Event meant to them.",https://image.tmdb.org/t/p/w500/58HTI1SYa470RnEN7TY2mV10CW7.jpg
The Demon Law,"During the prosperous years, the evil spirits were rampant. The imperial court specially set up the demon organization ""Demon Demon"", and each member needs to drink the demon blood to fight against the demon. However, if you can't do your...",https://image.tmdb.org/t/p/w500/fJ2bHW7vRuOmJKg6BivOZXif60V.jpg
Oh Boy Charlie,"Charlie (a newly formed gangster), patiently waits back of the car for the go ahead for his next job. Where he must break into an abandoned pub/bar to rescue the abducted woman and face the danger which lies ahead.",https://image.tmdb.org/t/p/w500/55bs70BfcGFou8kUTchYPLQsoSA.jpg
Legend of the Sacred Stone,"The heads of the six schools of martial arts do battle with the demon warrior Mo Kuei, but no sooner do they emerge victorious than a group of demons known only as ""The Unfriendly"" slaughter the six masters and make off with Mo Kuei's body. It is now up to a group of heros to stop The Unfriendly from using the spirit of Mo Kuei in order to gain possession of the wish-granting Stone of Heaven",https://image.tmdb.org/t/p/w500/smgVZyno13tCqDnJ76Ymm7czqNs.jpg
Sonic Underground: The Queen Aleena Chronicles,"The Queen Aleena Chronicles is centered around one thing: Queen Aleena. Dr. Robotnik is out to conquer Mobius, what else is new, and some of his plans include: marrying the Queen, kidnapping the Queen, stealing the Queen's crown jewel, and unbalancing the peace in the valley of Mobius. It's, of course, up to Sonic and his siblings to stop Robotnik while using the power of music to settle all their feuds.",https://image.tmdb.org/t/p/w500/xHZlhakBn5Yho6yDZK05TMm0vyY.jpg
Sonic Underground: Secrets of the Chaos Emerald,"Secrets of the Chaos Emerald focuses on Sonic, Manic and Sonia as they help Knuckles, Floating Island's stern guardian of the Chaos Emerald, protect the Chaos Emerald from Dr. Robotnik and his henchmen, Sleet and Dingo. If the Chaos Emerald gets into the wrong hands it can be used as a weapon against Sonic and Mobius, but at the same time the Chaos Emerald can be used to save Mobius - there has never been so much pressure on Sonic and his siblings.",https://image.tmdb.org/t/p/w500/4TVJraMBA5nfz4NqcJmQRpvsmpu.jpg
Walking Meat,Humanity has grown a taste for zombies. A trio of self-centered millennials visit a zombie farm and get trapped with their old-school techno-tard supervisor and a horde of undead running amok. Overcoming generation gaps becomes a matter of survival.,https://image.tmdb.org/t/p/w500/aTD2KQnnDQZQVwwpLHSBDoMfYn4.jpg
No Line,"This looks like an all too familiar, somewhat clichéd story of rescuing a loved one kidnapped by an unidentified villain, but the multiple hidden meanings in the title of this movie, slowly but surely begin to reveal themselves.",https://image.tmdb.org/t/p/w500/oYNZDz84SjdWv3L81v1Hq9dbqJF.jpg
Ned Venture,"Local skate-park hero Ned Venture, along with his multi-talented brothers and sister, gets thrown into the wildest, craziest, adventure of his life after accidentally finding a large stash of diamonds stolen by a wannabe gang of mobsters.",https://image.tmdb.org/t/p/w500/lmYKf7s4FD5pMYa8sEUW0fAXJkl.jpg
Astonishing X-Men: Gifted,"Cyclops and Emma Frost re-form the X-Men to ""astonish"" the world. But when breaking news regarding a cure to the mutant gene unexpectedly hits the airwaves, will it derail their new plans? Kitty Pride returns to the mansion.",https://image.tmdb.org/t/p/w500/aF45xg3EuQntD2nMNYem94aMfea.jpg
